"time","mean","stdev","min","max","q1","q3","median","('s9', 's18')","('s9', 's8')","('s9', 's7')","('s9', 's6')","('s9', 's10')","('s8', 's7')","('s8', 's5')","('s3', 's2')","('s3', 's1')","('s3', 's6')","('s2', 's12')","('s2', 's1')","('s1', 's4')","('s7', 's20')","('s7', 's25')","('s6', 's12')","('s6', 's10')","('s6', 's4')","('s5', 's25')","('s5', 's27')","('s5', 's4')","('s19', 's20')","('s19', 's18')","('s19', 's17')","('s19', 's21')","('s18', 's20')","('s18', 's17')","('s13', 's11')","('s13', 's16')","('s13', 's15')","('s13', 's14')","('s12', 's11')","('s11', 's10')","('s11', 's16')","('s10', 's16')","('s17', 's16')","('s17', 's15')","('s17', 's14')","('s15', 's14')","('s30', 's28')","('s30', 's29')","('s30', 's24')","('s22', 's23')","('s22', 's21')","('s22', 's24')","('s23', 's28')","('s23', 's26')","('s23', 's24')","('s20', 's26')","('s20', 's21')","('s26', 's25')","('s27', 's28')","('s27', 's29')","('s27', 's25')","('s25', 's28')","('s28', 's29')"
90.2,1.1785714285714286,1.3772013917613461,0,7,0.0,1.25,1.0,7,2,2,3,0,1,1,1,1,3,1,0,0,3,1,0,0,4,1,3,4,1,1,0,1,2,4,0,1,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,2,1,1,1,0,0,3,2,1,1,0
90.3,1.3214285714285714,1.5596146829212894,0,7,0.0,2.0,1.0,7,2,2,3,0,1,1,1,3,3,1,0,2,3,1,0,0,4,2,4,6,0,1,0,1,2,4,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,2,2,1,1,0,0,3,3,1,2,0
90.4,1.3035714285714286,1.3876964836059236,0,7,0.0,2.0,1.0,7,2,2,3,0,1,1,1,2,2,0,0,2,2,1,0,1,3,1,4,5,2,1,2,1,1,3,0,0,0,0,0,0,0,1,1,1,2,0,0,1,0,0,1,0,1,1,1,3,0,1,3,3,1,2,0
90.5,1.3392857142857142,1.538514888203715,0,6,0.0,2.0,1.0,6,2,3,2,0,0,1,0,2,1,0,0,2,2,1,1,0,4,1,4,6,2,1,2,1,1,4,0,0,0,0,0,0,0,0,1,1,3,0,0,1,0,0,1,0,1,3,1,5,0,1,2,3,1,2,0
90.6,1.5,1.647508942095828,0,6,0.0,2.0,1.0,6,2,3,2,0,0,1,0,2,1,0,0,2,5,3,1,0,4,1,5,6,3,1,2,1,2,5,0,0,0,0,0,0,0,0,1,1,2,0,0,1,0,1,1,0,2,2,1,4,0,1,3,3,1,2,0
90.7,1.5,1.6366341767699428,0,6,0.0,2.0,1.0,6,2,2,3,0,0,1,0,2,1,0,0,2,5,2,2,0,4,1,5,6,3,1,2,2,2,5,0,0,0,0,0,0,0,0,1,1,2,0,0,1,0,1,2,0,2,2,1,4,0,1,3,2,0,2,0
90.8,1.5357142857142858,1.5807354268807663,0,6,0.0,2.0,1.0,6,2,2,3,0,0,1,0,3,2,0,0,3,5,2,2,0,3,1,5,6,3,2,2,1,2,4,1,0,1,0,0,0,0,0,1,1,2,0,0,1,0,1,1,0,2,2,1,4,0,1,3,2,0,2,0
90.9,1.4821428571428572,1.5117524295212048,0,6,0.0,2.0,1.0,5,2,2,2,0,0,1,0,2,1,0,0,2,5,2,2,0,3,1,5,6,3,1,2,1,2,4,1,0,1,0,0,0,0,0,1,1,2,0,1,1,0,1,1,0,3,3,1,4,0,1,3,2,0,2,0
91.0,1.3928571428571428,1.3974283961795608,0,6,0.0,2.0,1.0,4,1,2,2,0,0,1,0,2,1,0,0,2,6,2,2,0,3,1,4,5,3,2,2,1,2,4,1,0,1,0,0,0,0,0,1,1,2,0,0,1,0,1,1,0,2,2,1,4,1,1,2,2,0,2,0
91.1,1.2321428571428572,1.2816154904284365,0,5,0.0,2.0,1.0,4,1,2,2,0,0,1,0,2,1,0,0,2,5,2,2,0,2,1,3,4,3,2,2,1,2,4,0,0,0,0,0,0,0,0,1,1,2,0,0,1,0,1,1,0,1,2,1,4,0,1,1,2,0,2,0
91.2,1.2678571428571428,1.202543011238081,0,5,0.0,2.0,1.0,3,2,2,2,1,0,2,0,2,1,0,0,2,5,2,2,0,2,1,3,4,3,2,2,1,2,3,0,0,0,0,0,0,0,1,1,0,2,0,0,1,1,1,1,0,1,2,1,4,0,1,1,2,0,2,0
91.3,1.125,1.1505045477031868,0,5,0.0,2.0,1.0,3,1,2,3,1,0,1,0,2,1,0,0,2,5,2,2,0,2,1,3,4,2,2,1,1,2,2,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,1,0,1,2,1,3,0,1,1,2,0,2,0
91.4,1.0,1.1649647450214351,0,5,0.0,2.0,1.0,3,1,2,3,2,0,1,0,2,1,0,0,2,4,3,2,0,2,1,2,5,1,1,0,1,2,2,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,2,0,1,0,1,0,2,0,2,0
91.5,0.8928571428571429,1.1445300256401481,0,4,0.0,2.0,0.0,2,1,2,3,2,0,1,0,2,1,0,0,3,4,3,2,0,1,2,1,4,1,0,0,0,2,2,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,1,0,3,0
91.6,1.1785714285714286,1.3107678073930404,0,5,0.0,2.0,1.0,3,2,3,3,3,0,2,0,2,1,0,0,3,5,3,2,0,1,2,1,4,2,0,1,0,2,3,1,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,2,0,1,0,4,1
91.7,1.0535714285714286,1.301368000785861,0,4,0.0,2.0,0.5,4,1,2,4,1,0,1,0,2,2,0,0,3,4,3,2,0,1,2,1,4,2,0,1,0,2,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,1,0,4,1
91.8,0.8928571428571429,1.2911591058946588,0,5,0.0,1.25,0.0,4,1,3,5,1,0,1,0,0,2,0,0,1,4,4,1,0,0,1,0,1,2,0,1,0,2,3,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,0,0,3,1
91.9,0.8571428571428571,1.0594569267279523,0,4,0.0,1.0,1.0,4,1,1,4,1,0,1,0,0,2,0,0,1,2,2,2,0,1,1,1,2,2,0,1,0,2,2,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,1,0,1,0,4,1
92.0,0.6785714285714286,0.88856109318748022,0,4,0.0,1.0,0.0,3,1,1,3,1,0,1,0,0,2,0,0,1,0,1,1,0,1,1,1,2,1,0,1,0,0,1,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,1,0,0,1,0,1,0,1,0,4,1
92.1,0.75,0.91123934444093391,0,4,0.0,1.0,1.0,3,1,2,3,2,0,1,0,0,2,0,0,1,0,1,1,0,1,1,1,2,1,0,1,1,0,1,1,2,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,1,0,1,0,4,1
92.2,0.7857142857142857,0.95831484749990992,0,4,0.0,1.0,1.0,3,1,2,3,2,0,1,0,0,2,0,0,2,0,1,1,0,1,1,2,3,1,0,1,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,1,1,1,0,4,1
92.3,0.6428571428571429,0.81127262082861007,0,3,0.0,1.0,0.0,2,1,1,2,1,0,1,0,0,2,0,0,2,0,0,1,0,1,1,2,3,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,1,1,1,0,3,1
92.4,0.5357142857142857,0.73105319608781105,0,3,0.0,1.0,0.0,2,1,1,1,1,0,1,0,0,1,0,0,2,0,0,1,0,1,1,1,3,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,3,1
92.5,0.48214285714285715,0.75571799891067237,0,3,0.0,1.0,0.0,2,0,0,2,0,0,0,0,0,1,0,0,2,0,0,1,0,1,1,1,3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,3,1
92.6,0.32142857142857145,0.5038119992737814,0,2,0.0,1.0,0.0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0
92.7,0.44642857142857145,0.62448958750163275,0,2,0.0,1.0,0.0,2,0,1,2,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,1,2,1,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,1
92.8,0.6785714285714286,0.90843552442692166,0,3,0.0,1.0,0.0,3,1,1,2,0,0,1,0,0,0,0,0,2,3,2,1,0,1,1,1,3,2,0,1,0,0,3,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,1
92.9,0.625,0.83585926703346081,0,3,0.0,1.0,0.0,2,0,1,2,0,0,0,0,0,0,0,1,2,3,3,1,0,1,1,0,2,2,0,1,0,0,2,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,1,1
93.0,0.6607142857142857,0.73864706714094408,0,3,0.0,1.0,1.0,1,0,1,1,0,0,0,0,0,0,1,1,2,3,3,1,0,1,1,0,2,1,0,1,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,2,0,1,0,0,1,1
93.1,0.7857142857142857,0.88063057185271076,0,3,0.0,1.0,1.0,2,0,1,1,1,0,0,0,0,0,1,1,3,3,3,0,0,0,2,0,2,1,1,1,2,0,2,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,1,2,1,1,0,0,0,2,0,1,0,0,2,1
93.2,1.0535714285714286,1.0250373313261549,0,4,0.0,2.0,1.0,2,1,1,1,1,0,1,0,0,0,2,3,4,3,3,0,0,0,2,1,3,1,1,1,2,1,3,1,1,1,0,2,0,2,0,2,0,0,0,0,1,1,1,2,1,1,0,0,0,2,0,1,0,0,2,1
93.3,1.0892857142857142,1.1382440378916634,0,4,0.0,2.0,1.0,1,0,1,1,1,0,1,0,0,0,2,3,4,3,3,0,0,0,4,0,4,1,1,1,2,1,2,1,1,1,0,2,0,2,0,2,0,0,0,1,1,2,1,2,1,1,0,0,0,2,0,1,0,0,3,1
93.4,1.2142857142857142,1.0973065354098008,0,4,0.0,2.0,1.0,3,1,1,2,1,0,2,0,0,1,1,3,4,3,3,0,1,1,3,0,3,1,2,1,3,1,2,1,1,1,0,1,0,1,1,2,0,0,0,1,1,2,2,3,1,1,0,0,0,2,0,0,0,0,3,1
93.5,1.0892857142857142,1.1382440378916634,0,4,0.0,2.0,1.0,2,0,0,1,1,0,1,0,0,0,1,3,4,2,3,0,0,1,3,0,3,1,2,1,3,1,3,1,1,1,0,1,0,1,0,2,0,1,0,1,1,2,2,4,1,1,0,0,0,1,0,0,0,0,3,1
93.6,1.1428571428571428,1.2453996981544784,0,5,0.0,1.25,1.0,3,1,0,1,1,0,1,0,0,0,1,4,5,2,3,0,0,1,3,1,4,1,2,1,2,1,3,1,1,1,0,1,0,1,0,2,0,1,0,1,0,1,2,4,0,1,0,0,0,1,0,0,1,0,3,1
93.7,0.9642857142857143,1.1946949059769809,0,5,0.0,1.0,1.0,2,0,0,1,1,1,0,0,0,0,1,4,5,1,1,0,0,1,3,1,4,0,2,0,2,1,1,1,1,1,0,1,0,1,0,1,0,0,0,1,0,1,3,4,0,2,0,0,0,1,0,1,1,0,2,0
93.8,1.0357142857142858,1.3882708375412005,0,6,0.0,1.25,1.0,2,0,0,1,1,1,0,0,0,0,1,4,6,1,1,0,0,1,3,2,5,0,2,0,3,0,0,1,1,1,0,1,0,0,0,0,0,0,0,2,0,2,2,5,0,2,1,0,0,1,0,1,1,0,2,1
93.9,0.8035714285714286,1.2308481810921923,0,5,0.0,1.0,0.0,2,0,1,1,1,1,0,0,0,0,0,3,5,1,2,0,0,1,2,1,4,0,2,0,3,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,5,0,1,0,0,0,1,0,0,1,0,2,0
94.0,0.6428571428571429,0.91473203391897795,0,4,0.0,1.0,0.0,0,1,1,0,1,0,0,0,0,0,0,2,3,1,1,0,0,0,1,1,3,0,0,0,1,2,1,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,2,4,0,1,0,0,2,0,0,0,1,0,2,0
94.1,0.875,1.0187965589711365,0,4,0.0,1.0,1.0,0,1,2,0,1,0,0,0,0,0,1,2,3,2,1,0,0,0,1,1,3,1,0,1,1,2,1,1,0,1,0,2,0,1,2,1,0,1,0,0,1,0,2,4,0,1,1,0,4,0,0,0,1,0,2,0
94.2,0.9464285714285714,1.1404830251311262,0,5,0.0,2.0,1.0,1,1,3,0,2,0,0,0,0,0,1,2,2,2,2,0,0,1,0,1,2,1,0,1,1,3,1,1,0,1,0,2,0,2,3,2,0,1,0,0,0,0,1,4,0,0,2,0,5,0,0,0,1,0,1,0
94.3,0.9642857142857143,1.1489791387246724,0,5,0.0,1.25,1.0,0,1,3,0,2,0,0,0,0,0,1,1,1,2,2,0,1,2,0,1,2,1,0,1,1,3,1,3,0,1,0,2,1,2,3,2,0,1,0,0,0,0,1,4,0,0,1,0,5,0,0,0,1,0,1,0
94.4,1.0,1.1495340671022201,0,5,0.0,1.25,1.0,0,1,4,1,2,0,0,0,0,0,1,1,1,1,2,0,1,2,0,1,2,1,0,1,1,3,1,2,0,0,0,1,1,2,3,2,0,1,0,0,0,0,2,4,0,0,2,0,5,0,1,0,1,0,1,1
94.5,1.0357142857142858,1.2530574852034879,0,5,0.0,2.0,1.0,0,1,3,1,3,0,0,0,0,0,1,0,0,1,1,0,1,2,0,0,1,1,0,1,1,4,2,3,1,1,1,1,2,2,4,2,0,2,0,0,0,0,2,4,0,0,2,0,5,0,1,0,0,0,0,1
94.6,1.0714285714285714,1.1780301787479033,0,5,0.0,2.0,1.0,1,2,3,2,3,0,1,0,0,0,1,0,1,1,1,0,1,3,0,0,1,1,0,1,1,3,2,3,1,1,1,1,2,2,4,2,0,1,0,0,0,0,1,3,0,0,2,0,5,0,1,0,0,0,0,1
94.7,0.9285714285714286,1.1930923634635762,0,6,0.0,1.0,1.0,1,1,3,2,2,0,1,0,0,1,0,0,0,1,1,0,1,1,0,0,1,1,0,1,1,4,2,3,1,1,1,0,2,0,3,1,0,1,0,0,0,0,1,2,0,0,3,0,6,0,1,0,0,0,0,1
94.8,1.0178571428571428,1.2318840307862273,0,6,0.0,2.0,1.0,2,1,3,3,2,0,1,0,0,2,0,0,0,1,1,0,1,1,0,0,1,1,1,2,1,4,2,3,2,1,1,0,2,0,3,2,0,1,0,0,0,1,0,2,1,0,2,0,6,0,0,0,0,0,0,0
94.9,1.0178571428571428,1.2173019262253046,0,6,0.0,2.0,1.0,2,1,3,3,2,0,1,0,0,2,0,0,0,1,1,0,1,1,0,0,1,1,1,2,0,4,2,3,2,1,0,0,2,0,3,2,0,1,0,0,0,1,0,1,1,0,2,0,6,0,1,0,0,0,1,1
95.0,1.1071428571428572,1.2345990012459716,0,6,0.0,2.0,1.0,2,1,3,4,2,1,2,1,0,3,0,0,1,1,1,0,1,1,0,0,2,1,1,2,0,4,2,3,2,1,0,0,2,0,2,1,0,1,0,0,0,1,0,1,1,0,2,0,6,0,1,0,0,0,1,1
95.1,0.9642857142857143,1.1946949059769809,0,6,0.0,1.0,1.0,1,0,2,4,1,1,2,1,0,3,0,0,1,1,0,1,1,1,1,0,2,1,1,2,0,4,1,2,2,1,0,0,2,0,1,1,0,1,0,0,0,0,0,0,0,0,2,0,6,0,2,0,0,0,1,1
95.2,1.0178571428571428,1.1876006939048434,0,6,0.0,1.0,1.0,1,0,2,4,1,1,2,1,0,3,0,1,2,1,0,1,1,0,1,0,2,1,1,3,1,4,1,1,2,1,0,0,1,0,1,1,0,1,0,0,0,1,0,0,1,0,2,0,6,0,2,0,0,0,1,1
95.3,1.0535714285714286,1.4195024638576574,0,6,0.0,2.0,1.0,2,0,3,5,0,1,2,2,0,4,0,1,2,1,2,0,0,0,1,0,2,1,1,3,1,5,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,2,0,6,1,2,0,0,0,3,1
95.4,1.0535714285714286,1.4689603084342011,0,6,0.0,2.0,0.5,3,0,2,6,0,1,2,2,1,5,1,1,3,1,1,1,1,0,1,0,3,1,1,2,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,2,2,0,0,0,2,1
95.5,1.2678571428571428,1.7059881031716679,0,8,0.0,2.0,1.0,3,0,3,8,0,1,2,2,1,5,1,2,3,1,1,1,1,0,1,1,3,1,1,3,2,6,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,3,0,6,2,1,1,0,0,1,0
95.6,1.4107142857142858,1.6341968944395646,0,7,0.0,2.0,1.0,4,1,2,7,0,1,2,2,1,5,1,2,3,1,1,1,1,0,1,1,3,1,1,3,2,6,2,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,1,3,0,6,2,3,1,1,1,2,0
95.7,1.1785714285714286,1.6378027839711571,0,7,0.0,2.0,0.5,4,1,2,7,0,0,0,2,1,5,0,2,2,1,1,0,0,0,0,1,2,1,1,3,2,6,2,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,2,0,0,3,0,5,3,1,1,0,0,2,0
95.8,1.1785714285714286,1.6047601384757835,0,7,0.0,2.0,1.0,5,2,1,7,0,0,1,2,1,5,0,1,1,0,1,0,0,0,0,2,1,1,1,4,3,5,3,0,0,0,0,0,0,0,0,0,3,1,0,1,0,0,0,1,0,0,2,0,4,2,1,1,1,0,2,0
95.9,1.1964285714285714,1.5285338780434439,0,7,0.0,2.0,1.0,4,1,2,7,1,0,0,2,1,5,1,1,1,0,2,0,0,0,0,1,1,1,1,4,3,5,2,1,0,0,0,1,1,0,0,0,3,0,0,1,1,0,0,1,0,0,2,0,4,2,1,1,0,0,2,0
96.0,1.1428571428571428,1.2737538928662151,0,6,0.0,2.0,1.0,4,1,2,6,1,0,0,2,1,4,1,1,1,0,2,0,1,0,0,1,1,1,1,3,2,4,2,1,1,0,0,1,1,0,1,0,3,0,0,1,1,0,0,1,0,0,2,0,3,2,1,1,0,0,2,0
96.1,1.0178571428571428,1.329487971102455,0,6,0.0,2.0,0.5,3,0,3,6,2,0,0,2,1,4,1,0,0,0,2,0,1,0,0,0,0,1,1,3,2,4,1,1,1,0,0,1,2,0,1,0,3,0,0,0,0,0,0,1,0,0,2,0,3,2,1,0,0,0,2,0
96.2,0.9821428571428571,1.407772701678732,0,7,0.0,2.0,0.0,4,0,2,7,1,0,0,2,1,5,0,0,0,0,2,0,1,0,0,0,0,1,2,3,2,3,2,1,1,1,0,0,1,0,1,0,3,0,0,0,0,0,0,1,0,0,1,0,2,2,1,0,0,0,2,0
96.3,0.9642857142857143,1.4137625294921063,0,7,0.0,2.0,0.0,4,0,2,7,0,0,0,2,1,5,0,0,0,0,2,0,1,0,0,0,0,1,2,3,2,3,2,0,1,0,0,0,0,0,1,0,3,0,0,0,0,0,0,1,0,1,1,0,2,2,1,1,0,1,2,0
96.4,0.7857142857142857,1.2351154618421847,0,6,0.0,1.0,0.0,3,0,2,6,0,0,0,2,1,4,0,0,0,0,2,0,0,0,0,0,0,1,1,2,1,3,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,1,0,2,2,1,1,0,1,2,0
96.5,0.8392857142857143,1.411392242158249,0,7,0.0,1.0,0.0,4,0,2,7,0,0,0,2,1,4,0,0,1,0,2,0,0,1,0,0,0,1,0,2,1,4,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,2,3,1,0,0,1,2,0
96.6,0.6785714285714286,1.3377372000234315,0,7,0.0,1.0,0.0,4,0,1,7,0,0,0,2,2,5,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,2,0,0,0,0,1,1
96.7,0.7678571428571429,1.4266728455267044,0,7,0.0,1.0,0.0,4,0,1,7,0,0,0,2,2,6,0,0,0,1,2,0,1,0,0,0,0,0,1,0,0,3,2,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,3,0,0,0,0,1,1
96.8,0.6964285714285714,1.3876964836059236,0,7,0.0,1.0,0.0,4,0,2,7,0,0,0,2,2,5,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,3,0,0,0,0,1,1
96.9,0.8035714285714286,1.406866361522541,0,7,0.0,1.0,0.0,4,0,2,7,0,0,0,2,2,5,0,0,0,2,2,0,0,0,1,0,1,1,1,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,3,0,0,0,0,2,1
97.0,0.9285714285714286,1.3868919884962572,0,7,0.0,1.25,0.0,4,0,2,7,0,0,0,2,2,5,0,1,1,2,2,0,0,0,1,1,2,1,1,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,3,1,0,1,1,2,1
97.1,1.0714285714285714,1.5336364681131345,0,8,0.0,2.0,1.0,5,0,2,8,0,0,0,2,2,5,0,1,1,3,3,0,0,0,1,1,2,2,2,1,1,3,2,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,3,1,0,1,1,2,0
97.2,0.8928571428571429,1.2053240736204434,0,6,0.0,1.0,0.5,3,0,2,6,0,0,0,1,2,4,0,1,1,3,3,0,0,0,1,1,2,2,1,1,0,2,2,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,2,1,0,1,1,2,0
97.3,0.9821428571428571,1.1416008720303297,0,6,0.0,1.0,1.0,3,0,2,6,0,0,1,1,2,4,0,1,1,2,2,0,1,1,1,1,3,2,1,1,0,2,2,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,2,1,2,0
97.4,0.9107142857142857,0.95012754245878805,0,4,0.0,1.0,1.0,2,0,1,4,0,0,1,2,1,3,1,1,1,2,1,0,1,1,1,1,3,2,1,1,0,2,3,0,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1,0,0,2,1,0,2,0,0,0,2,0,1,0
97.5,0.9821428571428571,0.85546711192882041,0,3,0.0,1.0,1.0,2,0,2,3,1,1,1,2,1,3,2,1,1,1,3,0,1,1,1,1,3,1,1,1,0,1,2,1,0,0,0,1,0,1,2,1,1,0,0,0,1,0,0,1,1,1,1,0,1,0,1,0,2,0,2,0
97.6,0.9464285714285714,0.989582214464101,0,4,0.0,1.0,1.0,2,0,3,4,1,1,1,2,1,3,2,1,1,1,4,1,1,0,0,1,2,1,1,1,0,0,1,2,0,0,0,1,1,0,2,0,1,0,0,0,1,0,0,1,1,1,1,0,0,0,1,0,2,0,2,0
97.7,1.125,1.0361760054574292,0,4,0.0,2.0,1.0,3,0,3,4,2,1,1,2,1,3,2,1,1,2,4,1,0,0,1,1,2,2,1,2,0,1,1,2,0,0,0,1,1,0,1,0,2,0,0,0,1,0,1,1,1,1,2,0,1,0,2,0,2,0,2,0
97.8,1.125,1.1190317881352356,0,5,0.0,2.0,1.0,3,0,3,5,1,1,1,2,1,3,2,0,0,2,4,1,0,0,1,1,1,2,2,2,0,0,2,2,0,0,0,1,1,0,1,0,3,0,0,1,1,1,1,1,1,1,2,0,0,0,2,1,1,0,2,0
97.9,1.0357142857142858,1.0684482358322562,0,4,0.0,2.0,1.0,2,0,3,4,1,1,1,2,2,2,2,0,1,2,4,1,0,0,2,0,2,2,2,2,0,0,0,2,0,0,0,1,1,0,1,0,2,0,0,0,1,0,2,1,1,2,2,0,0,0,2,0,0,0,2,0
98.0,1.0892857142857142,1.0568954826398349,0,4,0.0,2.0,1.0,2,0,3,4,1,1,0,1,3,3,1,0,1,1,3,1,1,0,2,0,1,1,2,2,1,0,0,2,0,1,0,1,2,0,1,0,2,0,0,0,1,0,2,2,2,2,3,1,0,0,2,0,0,0,2,0
98.1,1.0,1.0690449676496976,0,4,0.0,2.0,1.0,2,0,3,4,1,1,0,1,3,3,1,0,1,0,3,1,1,0,2,0,1,0,2,1,2,0,0,2,0,1,0,1,2,0,1,0,1,0,0,0,1,0,3,2,1,2,2,0,0,0,2,0,0,0,2,0
98.2,0.6607142857142857,0.71406246511186444,0,3,0.0,1.0,1.0,1,0,2,2,1,1,0,0,2,1,0,0,1,0,3,1,1,0,1,0,1,0,1,1,1,0,0,1,0,1,1,0,1,0,1,0,1,0,0,0,1,0,1,1,1,2,1,0,0,0,1,0,0,0,2,0
98.3,0.7142857142857143,0.79539490897571741,0,3,0.0,1.0,1.0,2,0,2,2,1,1,0,0,2,1,0,0,1,0,3,1,1,0,1,0,1,0,2,1,2,0,0,0,1,2,0,0,1,0,1,0,1,0,0,0,1,0,1,1,1,2,1,0,0,0,1,0,0,0,2,0
98.4,0.6785714285714286,0.7816453081514031,0,3,0.0,1.0,0.5,2,0,2,2,1,1,0,0,2,0,0,0,1,1,3,1,0,0,1,0,1,0,2,1,2,0,0,0,1,2,0,0,0,0,1,0,1,0,0,0,1,1,0,1,1,1,1,1,0,0,1,0,0,0,2,0
98.5,0.5714285714285714,0.77591289222858695,0,3,0.0,1.0,0.0,3,0,1,3,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,1,0,0,2,1,2,1,0,0,1,2,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,1,0,2,0,0,0,0,0,1,1,0
98.6,0.6607142857142857,0.82973286824921011,0,4,0.0,1.0,0.5,4,0,1,3,0,0,1,0,0,2,0,1,1,2,0,0,1,0,0,1,1,0,2,0,1,1,1,0,1,1,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,1,2,1,1,0,0,0,1,0,0
98.7,0.6607142857142857,0.71406246511186433,0,3,0.0,1.0,1.0,3,0,1,2,0,0,1,0,0,2,0,1,1,1,0,0,1,0,0,2,1,0,1,0,1,1,1,0,1,1,0,0,0,0,1,1,1,1,0,1,1,2,0,0,0,0,0,2,0,1,0,1,1,1,1,0
98.8,0.8214285714285714,0.80416644637126433,0,3,0.0,1.0,1.0,3,0,2,2,1,0,1,0,0,2,0,1,1,1,1,0,1,0,0,2,1,0,1,0,1,3,2,0,0,1,0,1,0,0,1,1,2,1,0,1,1,2,0,0,0,0,0,2,1,1,1,1,1,1,1,0
98.9,0.8392857142857143,1.048413524506121,0,5,0.0,1.25,0.5,5,0,2,2,1,0,0,0,0,3,0,0,0,1,1,0,1,1,0,2,0,0,2,0,2,2,2,0,0,1,0,1,0,0,1,1,2,1,0,2,1,3,0,0,0,0,0,2,0,1,0,2,1,0,1,0
99.0,0.9464285714285714,1.0074657537097522,0,4,0.0,2.0,1.0,4,0,2,2,1,0,0,0,0,4,0,0,0,1,1,0,2,1,0,2,0,0,2,1,3,2,2,1,0,1,0,1,1,0,1,1,2,2,1,2,1,2,0,1,0,0,0,1,0,1,0,2,1,0,1,0
99.1,1.0357142857142858,1.1489791387246719,0,5,0.0,2.0,1.0,5,0,2,3,1,0,0,0,0,4,0,0,0,2,1,1,2,1,0,2,0,0,2,1,3,3,3,1,0,1,0,0,1,0,1,1,2,2,0,2,1,2,1,1,0,0,1,0,0,1,0,2,1,0,1,0
